ACTIVITY_ID,EXTERNAL_PERMIT_NMBR,VERSION_NMBR,PERM_FEATURE_ID,PERM_FEATURE_NMBR,PERM_FEATURE_TYPE_CODE,LIMIT_SET_ID,LIMIT_SET_DESIGNATOR,LIMIT_SET_NAME,DMR_COMMENT_TEXT,LIMIT_SET_SCHEDULE_ID,LIMIT_SET_STATUS_FLAG,LIMIT_ID,LIMIT_BEGIN_DATE,LIMIT_END_DATE,NMBR_OF_SUBMISSION,NMBR_OF_REPORT,PARAMETER_CODE,PARAMETER_DESC,MONITORING_LOCATION_CODE,STAY_TYPE_CODE,LIMIT_VALUE_ID,LIMIT_VALUE_TYPE_CODE,LIMIT_VALUE_NMBR,LIMIT_UNIT_CODE,LIMIT_UNIT_DESC,STANDARD_UNIT_CODE,STANDARD_UNIT_DESC,LIMIT_VALUE_STANDARD_UNITS,STATISTICAL_BASE_CODE,STATISTICAL_BASE_TYPE_CODE,LIMIT_VALUE_QUALIFIER_CODE,STAY_VALUE_NMBR,LIMIT_TYPE_CODE,OPTIONAL_MONITORING_FLAG,LIMIT_SAMPLE_TYPE_CODE,LIMIT_FREQ_OF_ANALYSIS_CODE,ALL_MONTHS_LIMIT,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,LIMIT_SEASON_ID
3602878711,NM0020583,0,3600584104,001,EXO,3600645646,A,TREATED MUNICIPAL WASTEWATER,TOTAL DISSOLVED SOLIDS (TDS) MEASURED AT OUTFALL 001.  REPORT THE GEOMETRIC MEAN VALUE OF THE WEEKLY VALUES.,3600891019,A,3606239980,12/01/2021,11/30/2026,1,1,70295,"Solids, total dissolved",1,,3610673285,Q1,,26,lb/d,01,kg/d,,3C,AVG,,,ENF,N,12,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600645646,A,TREATED MUNICIPAL WASTEWATER,TOTAL DISSOLVED SOLIDS (TDS) MEASURED AT OUTFALL 001.  REPORT THE GEOMETRIC MEAN VALUE OF THE WEEKLY VALUES.,3600891019,A,3606350744,12/01/2024,11/30/2026,1,1,70295,"Solids, total dissolved",2,,3610838803,C2,449,19,mg/L,19,mg/L,449,3C,AVG,<=,,ENF,N,12,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600645646,A,TREATED MUNICIPAL WASTEWATER,TOTAL DISSOLVED SOLIDS (TDS) MEASURED AT OUTFALL 001.  REPORT THE GEOMETRIC MEAN VALUE OF THE WEEKLY VALUES.,3600891019,A,3606350744,12/01/2024,11/30/2026,1,1,70295,"Solids, total dissolved",2,,3610838801,Q1,24992,26,lb/d,01,kg/d,11346.36790466,3C,AVG,<=,,ENF,N,12,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600645646,A,TREATED MUNICIPAL WASTEWATER,TOTAL DISSOLVED SOLIDS (TDS) MEASURED AT OUTFALL 001.  REPORT THE GEOMETRIC MEAN VALUE OF THE WEEKLY VALUES.,3600891019,A,3606350744,12/01/2024,11/30/2026,1,1,70295,"Solids, total dissolved",2,,3610838802,Q2,,26,lb/d,01,kg/d,,DD,MAX,,,ENF,N,12,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600645646,A,TREATED MUNICIPAL WASTEWATER,TOTAL DISSOLVED SOLIDS (TDS) MEASURED AT OUTFALL 001.  REPORT THE GEOMETRIC MEAN VALUE OF THE WEEKLY VALUES.,3600891019,A,3606350744,12/01/2024,11/30/2026,1,1,70295,"Solids, total dissolved",2,,3610838804,C3,,19,mg/L,19,mg/L,,DD,MAX,,,ENF,N,12,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602944933,NM0028762,0,3600602070,001,EXO,3600657419,Q,QUARTERLY REPORTING,WHEN DISCHARGING.,3600904606,A,3606351870,01/01/2022,12/31/2026,3,3,70295,"Solids, total dissolved",1,,3610840339,C3,,19,mg/L,19,mg/L,,DD,MAX,,,ENF,N,GR,01/90,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602944933,NM0028762,0,3600602070,001,EXO,3600657419,Q,QUARTERLY REPORTING,WHEN DISCHARGING.,3600904606,A,3606351870,01/01/2022,12/31/2026,3,3,70295,"Solids, total dissolved",1,,3610840337,Q1,,26,lb/d,01,kg/d,,MK,AVG,,,ENF,N,GR,01/90,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602944933,NM0028762,0,3600602070,001,EXO,3600657419,Q,QUARTERLY REPORTING,WHEN DISCHARGING.,3600904606,A,3606351870,01/01/2022,12/31/2026,3,3,70295,"Solids, total dissolved",1,,3610840338,C2,,19,mg/L,19,mg/L,,MK,AVG,,,ENF,N,GR,01/90,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602944933,NM0028762,0,3600602070,001,EXO,3600657419,Q,QUARTERLY REPORTING,WHEN DISCHARGING.,3600904606,A,3606351870,01/01/2022,12/31/2026,3,3,70295,"Solids, total dissolved",1,,3610840336,Q2,,26,lb/d,01,kg/d,,DD,MAX,,,ENF,N,GR,01/90,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602944933,NM0028762,0,3600602070,001,EXO,3600657419,Q,QUARTERLY REPORTING,WHEN DISCHARGING.,3600904606,A,3606351883,01/01/2022,12/31/2026,3,3,78248,"Cyanide, total recoverable",1,,3610840369,C2,,19,mg/L,19,mg/L,,MK,AVG,,,ENF,N,GR,01/90,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602944933,NM0028762,0,3600602070,001,EXO,3600657419,Q,QUARTERLY REPORTING,WHEN DISCHARGING.,3600904606,A,3606351883,01/01/2022,12/31/2026,3,3,78248,"Cyanide, total recoverable",1,,3610840370,C3,,19,mg/L,19,mg/L,,DD,MAX,,,ENF,N,GR,01/90,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602944933,NM0028762,0,3600602070,001,EXO,3600657419,Q,QUARTERLY REPORTING,WHEN DISCHARGING.,3600904606,A,3606351883,01/01/2022,12/31/2026,3,3,78248,"Cyanide, total recoverable",1,,3610840367,Q1,,26,lb/d,01,kg/d,,MK,AVG,,,ENF,N,GR,01/90,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602944933,NM0028762,0,3600602070,001,EXO,3600657419,Q,QUARTERLY REPORTING,WHEN DISCHARGING.,3600904606,A,3606351883,01/01/2022,12/31/2026,3,3,78248,"Cyanide, total recoverable",1,,3610840368,Q2,,26,lb/d,01,kg/d,,DD,MAX,,,ENF,N,GR,01/90,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600645646,A,TREATED MUNICIPAL WASTEWATER,TOTAL DISSOLVED SOLIDS (TDS) MEASURED AT OUTFALL 001.  REPORT THE GEOMETRIC MEAN VALUE OF THE WEEKLY VALUES.,3600891019,A,3606239984,12/01/2021,11/30/2026,1,1,81010,"BOD, 5-day, percent removal",1,,3610673293,C1,85,23,%,23,%,85,MJ,MIN,>=,,ENF,N,CA,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584104,001,EXO,3600645646,A,TREATED MUNICIPAL WASTEWATER,TOTAL DISSOLVED SOLIDS (TDS) MEASURED AT OUTFALL 001.  REPORT THE GEOMETRIC MEAN VALUE OF THE WEEKLY VALUES.,3600891019,A,3606239983,12/01/2021,11/30/2026,1,1,81011,"Solids, suspended percent removal",1,,3610673292,C1,85,23,%,23,%,85,MJ,MIN,>=,,ENF,N,CA,01/07,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584105,TX1,EXO,3600657354,Q,QUARTERLY 48-HR. ACUTE NOEC FRESHWATER TOXICITY,"(PASS = 0  FAIL = 1) REPORT PASS AS '0' OR REPORT FAIL AS '1' IN CONCENTRATION MAX. ABOVE.  IF ALL TESTS PASS FOR THE FIRST YEAR OF THE PERMIT, THE FREQUENCY WILL BE REDUCED FOR YEARS 2-5 TO:  1/6 MONTHS FOR DAPHNIA PULEX & 1/YR FOR PIMEPHALES PROMELAS (SEE FOOTNOTE 9, PAGE 3 OF PART I OF PERMIT).",3600904539,A,3606351401,12/01/2021,11/30/2026,3,3,TEM3D,Low Flow Pass/Fail Static Renewal 48Hr Acute Daphnia pulex,1,,3610839682,C3,,9A,pass=0;fail=1,9A,pass=0;fail=1,,VA,MAX,,,ENF,N,24,01/90,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584105,TX1,EXO,3600657354,Q,QUARTERLY 48-HR. ACUTE NOEC FRESHWATER TOXICITY,"(PASS = 0  FAIL = 1) REPORT PASS AS '0' OR REPORT FAIL AS '1' IN CONCENTRATION MAX. ABOVE.  IF ALL TESTS PASS FOR THE FIRST YEAR OF THE PERMIT, THE FREQUENCY WILL BE REDUCED FOR YEARS 2-5 TO:  1/6 MONTHS FOR DAPHNIA PULEX & 1/YR FOR PIMEPHALES PROMELAS (SEE FOOTNOTE 9, PAGE 3 OF PART I OF PERMIT).",3600904539,A,3606351402,12/01/2021,11/30/2026,3,3,TEM6C,LF Pass/Fail Static Renewal 48Hr Acute Pimephales promelas,1,,3610839683,C3,,9A,pass=0;fail=1,9A,pass=0;fail=1,,VA,MAX,,,ENF,N,24,01/90,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584105,TX1,EXO,3600657354,Q,QUARTERLY 48-HR. ACUTE NOEC FRESHWATER TOXICITY,"(PASS = 0  FAIL = 1) REPORT PASS AS '0' OR REPORT FAIL AS '1' IN CONCENTRATION MAX. ABOVE.  IF ALL TESTS PASS FOR THE FIRST YEAR OF THE PERMIT, THE FREQUENCY WILL BE REDUCED FOR YEARS 2-5 TO:  1/6 MONTHS FOR DAPHNIA PULEX & 1/YR FOR PIMEPHALES PROMELAS (SEE FOOTNOTE 9, PAGE 3 OF PART I OF PERMIT).",3600904539,A,3606351403,12/01/2021,11/30/2026,3,3,TOM3D,NOAEC Lethal Statis Renewal 48 Hr Acute Daphnia pulex,1,,3610839684,C3,,23,%,23,%,,VA,MAX,,,ENF,N,24,01/90,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584105,TX1,EXO,3600657354,Q,QUARTERLY 48-HR. ACUTE NOEC FRESHWATER TOXICITY,"(PASS = 0  FAIL = 1) REPORT PASS AS '0' OR REPORT FAIL AS '1' IN CONCENTRATION MAX. ABOVE.  IF ALL TESTS PASS FOR THE FIRST YEAR OF THE PERMIT, THE FREQUENCY WILL BE REDUCED FOR YEARS 2-5 TO:  1/6 MONTHS FOR DAPHNIA PULEX & 1/YR FOR PIMEPHALES PROMELAS (SEE FOOTNOTE 9, PAGE 3 OF PART I OF PERMIT).",3600904539,A,3606351404,12/01/2021,11/30/2026,3,3,TOM6C,NOAEC Lethal Static Renewal 48Hr acute Pimephales promelas,1,,3610839685,C3,,23,%,23,%,,VA,MAX,,,ENF,N,24,01/90,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584105,TX1,EXO,3600657354,Q,QUARTERLY 48-HR. ACUTE NOEC FRESHWATER TOXICITY,"(PASS = 0  FAIL = 1) REPORT PASS AS '0' OR REPORT FAIL AS '1' IN CONCENTRATION MAX. ABOVE.  IF ALL TESTS PASS FOR THE FIRST YEAR OF THE PERMIT, THE FREQUENCY WILL BE REDUCED FOR YEARS 2-5 TO:  1/6 MONTHS FOR DAPHNIA PULEX & 1/YR FOR PIMEPHALES PROMELAS (SEE FOOTNOTE 9, PAGE 3 OF PART I OF PERMIT).",3600904539,A,3606351405,12/01/2021,11/30/2026,3,3,TQM3D,Coef Of Var Static Renewal 48Hr Acute D. pulex,1,,3610839686,C3,,23,%,23,%,,VA,MAX,,,ENF,N,24,01/90,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
3602878711,NM0020583,0,3600584105,TX1,EXO,3600657354,Q,QUARTERLY 48-HR. ACUTE NOEC FRESHWATER TOXICITY,"(PASS = 0  FAIL = 1) REPORT PASS AS '0' OR REPORT FAIL AS '1' IN CONCENTRATION MAX. ABOVE.  IF ALL TESTS PASS FOR THE FIRST YEAR OF THE PERMIT, THE FREQUENCY WILL BE REDUCED FOR YEARS 2-5 TO:  1/6 MONTHS FOR DAPHNIA PULEX & 1/YR FOR PIMEPHALES PROMELAS (SEE FOOTNOTE 9, PAGE 3 OF PART I OF PERMIT).",3600904539,A,3606351406,12/01/2021,11/30/2026,3,3,TQM6C,Coef Of Var Static Renewal 48Hr Acute Pimephales promelas,1,,3610839687,C3,,23,%,23,%,,VA,MAX,,,ENF,N,24,01/90,JAN--FEB--MAR--APR--MAY--JUN--JUL--AUG--SEP--OCT--NOV--DEC,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0
