NPDES_ID,VERSION_NMBR,ACTIVITY_ID,NPDES_VIOLATION_ID,PERM_FEATURE_NMBR,PERMIT_ACTIVITY_ID,LIMIT_SET_DESIGNATOR,MONITORING_LOCATION_CODE,DMR_FORM_VALUE_ID,DMR_VALUE_NMBR,DMR_VALUE_ID,DMR_PARAMETER_ID,NODI_CODE,ADJUSTED_DMR_VALUE_NMBR,LIMIT_VALUE_STANDARD_UNITS,VIOLATION_TYPE_CODE,VIOLATION_TYPE_DESC,VIOLATION_CODE,VIOLATION_DESC,PARAMETER_CODE,PARAMETER_DESC,STANDARD_UNIT_CODE,STANDARD_UNIT_DESC,MONITORING_PERIOD_END_DATE,NMBR_OF_REPORT,EXCEEDENCE_PCT,VALUE_QUALIFIER_CODE,UNIT_CODE,VALUE_RECEIVED_DATE,DAYS_LATE,ADJUSTED_DMR_STANDARD_UNITS,LIMIT_ID,DMR_VALUE_STANDARD_UNITS,VALUE_TYPE_CODE,RNC_DETECTION_CODE,RNC_DETECTION_DESC,RNC_DETECTION_DATE,RNC_RESOLUTION_CODE,RNC_RESOLUTION_DESC,RNC_RESOLUTION_DATE,STATISTICAL_BASE_CODE,STATISTICAL_BASE_MONTHLY_AVG,STATISTICAL_BASE_SHORT_DESC
NM0000116,3,2200037726,3602765077,001,2200037726,A,1,2205473109,,3614630552,3608196244,L,,,,,D80,"DMR, Monitor Only - Overdue",50050,"Flow, in conduit or thru treatment plant",03,MGD,09/30/2015,1,,,,10/30/2015,2,,2200113516,,Q2,K,"Non-receipt Violation, Non-Monthly Average",11/28/2015,B,RE - Manual by EPA/State/Tribal Action,12/31/2016,DD,N,DAILY MX
NM0020583,2,20044318,1800546906,001,20044318,A,A,1400891184,.02,1801265083,1800713251,,,.019,EFF,"Effluent Limit Violations,Not Otherwise Specified",E90,"DMR, Limited - Numeric Violation",50060,"Chlorine, total residual",19,mg/L,07/31/2009,1,5,=,,08/14/2009,,,20210279,.02,C3,H,"Chronic Violation, Non-Monthly Average",11/30/2009,2,RE - Back into Compliance,01/31/2010,IA,N,INST MAX
NM0020583,2,20044318,1800546906,001,20044318,A,A,1400891184,.02,1801265083,1800713251,,,.019,PRMTVL,Violation Of A Permit Requirement,E90,"DMR, Limited - Numeric Violation",50060,"Chlorine, total residual",19,mg/L,07/31/2009,1,5,=,,08/14/2009,,,20210279,.02,C3,H,"Chronic Violation, Non-Monthly Average",11/30/2009,2,RE - Back into Compliance,01/31/2010,IA,N,INST MAX
NM0020583,3,2200016809,3604379905,001,2200016809,A,1,3600451894,619,3624207522,3613583981,,,757.72599363,,,E90,"DMR, Limited - Numeric Violation",00310,"BOD, 5-day, 20 deg. C",01,kg/d,06/30/2016,1,99999,>,26,07/12/2016,,,2200047765,281.02599764,Q1,,,,,,,3C,A,30DA AVG
NM0020583,4,3600830134,3640412988,001,3600830134,A,1,3664421726,9,3684298102,3645549193,,,30,NOPRMT,"Discharge, Emission Or Activity WO Required Permit",E90,"DMR, Limited - Numeric Violation",00310,"BOD, 5-day, 20 deg. C",19,mg/L,01/31/2019,1,99999,>,19,02/14/2019,,,3601680586,9,C2,,,,,,,3C,A,30DA AVG
NM0020583,4,3600830134,3640412988,001,3600830134,A,1,3664421726,9,3684298102,3645549193,,,30,SSO,Sanitary Sewer Overflows,E90,"DMR, Limited - Numeric Violation",00310,"BOD, 5-day, 20 deg. C",19,mg/L,01/31/2019,1,99999,>,19,02/14/2019,,,3601680586,9,C2,,,,,,,3C,A,30DA AVG
NM0028762,1,20044410,1400423747,001,20044410,A,1,606948294,.26,1403076855,1401738591,,,,,,D80,"DMR, Monitor Only - Overdue",50050,"Flow, in conduit or thru treatment plant",03,MGD,09/30/2008,1,,=,,04/23/2009,177,,600097481,.26,Q1,N,Non-Receipt of DMR/Schedule Report,11/28/2008,2,RE - Back into Compliance,04/23/2009,MK,A,MO AVG
NM0000116,3,2200037726,2602759652,001,2200037726,A,1,,,,,,,,,,D80,"DMR, Monitor Only - Overdue",50050,"Flow, in conduit or thru treatment plant",03,MGD,10/31/2011,1,,,,,,,2200113516,,Q2,K,"Non-receipt Violation, Non-Monthly Average",02/28/2012,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),02/28/2014,DD,N,DAILY MX
NM0020583,1,20044319,21433333,001,20044319,A,1,58085808,35.05,43874198,27617161,,,30,,,E90,"DMR, Limited - Numeric Violation",00310,"BOD, 5-day, 20 deg. C",19,mg/L,12/31/2001,1,17,,,01/24/2002,9,,20210285,35.05,C2,C,Chronic Violation,03/31/2002,2,RE - Back into Compliance,07/31/2002,3C,A,30DA AVG
NM0020583,0,3602878711,3680285547,001,3602878711,A,1,3920643760,1.609,3834617623,3726695384,,,.55615,,,E90,"DMR, Limited - Numeric Violation",00720,"Cyanide, total [as CN]",01,kg/d,12/31/2024,1,31,=,26,01/15/2025,,,3606350737,.73048599,Q2,,,,,,,DD,N,DAILY MX
NM0000116,3,2200037726,3403704630,TX1,2200037726,Y,1,2205473175,,3607901443,3604420888,C,,,,,D80,"DMR, Monitor Only - Overdue",TEM3D,Low Flow Pass/Fail Static Renewal 48Hr Acute Daphnia pulex,9A,pass=0;fail=1,11/30/2013,12,,=,,05/13/2015,500,,2200113522,,C1,,,,,,,4E,,48HR MIN
NM0020583,3,2200016809,3600130070,001,2200016809,A,2,2203563779,425,3601075963,3600616762,,,400,,,E90,"DMR, Limited - Numeric Violation",70295,"Solids, total dissolved",19,mg/L,10/31/2014,1,6,=,19,11/14/2014,,,2200047762,425,C2,C,Chronic Violation,10/31/2014,2,RE - Back into Compliance,09/30/2016,3C,A,30DA AVG
NM0028762,1,20044410,2601150430,001,20044410,A,1,606948493,.8,2602598739,2601443715,,,.75,,,E90,"DMR, Limited - Numeric Violation",01105,"Aluminum, total [as Al]",19,mg/L,06/30/2007,1,7,=,,09/08/2008,408,,600097487,.8,C3,,,,,,,DD,N,DAILY MX
NM0020583,1,20044319,21433453,001,20044319,A,1,58087048,656,43874843,27617409,,,.5,,,E90,"DMR, Limited - Numeric Violation",01105,"Aluminum, total [as Al]",19,mg/L,02/28/2003,1,31,,,03/17/2003,2,,20210288,.656,C2,C,Chronic Violation,02/28/2003,2,RE - Back into Compliance,07/31/2003,3C,A,30DA AVG
NM0000116,3,2200037726,2602625040,TX1,2200037726,Y,1,2205473158,,3607901436,3604420884,C,,,,,D80,"DMR, Monitor Only - Overdue",TOM3D,NOAEC Lethal Statis Renewal 48 Hr Acute Daphnia pulex,23,%,11/30/2011,12,,=,,05/13/2015,1231,,2200113518,,C2,,,,,,,MJ,,MO AV MN
NM0028762,2,1800023151,1801441515,001,1800023151,Q,1,1805556541,1.1,3002400057,1802070490,,,,,,D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,12/31/2009,3,,=,,10/25/2010,269,,1800044101,.4994,Q1,N,Non-Receipt of DMR/Schedule Report,02/28/2010,2,RE - Back into Compliance,10/25/2010,MK,A,MO AVG
NM0020583,4,3600830134,3637463465,001,3600830134,A,1,3664421503,451178,3669478500,3637329670,,,31900000000,NOPRMT,"Discharge, Emission Or Activity WO Required Permit",E90,"DMR, Limited - Numeric Violation",51040,E. coli,9Y,CFU/d,05/31/2018,1,99999,>,9Z,06/14/2018,,,3601680592,451178000000,Q2,,,,,,,DD,N,DAILY MX
NM0020583,4,3600830134,3637463465,001,3600830134,A,1,3664421503,451178,3669478500,3637329670,,,31900000000,SSO,Sanitary Sewer Overflows,E90,"DMR, Limited - Numeric Violation",51040,E. coli,9Y,CFU/d,05/31/2018,1,99999,>,9Z,06/14/2018,,,3601680592,451178000000,Q2,,,,,,,DD,N,DAILY MX
NM0020583,1,20044319,21433338,001,20044319,A,1,58086588,37.1,43874208,27617317,,,30,,,E90,"DMR, Limited - Numeric Violation",00530,"Solids, total suspended",19,mg/L,12/31/2001,1,24,,,01/24/2002,9,,20210287,37.1,C2,C,Chronic Violation,03/31/2002,2,RE - Back into Compliance,06/30/2002,3C,A,30DA AVG
NM0020583,4,3600830134,3618421624,001,3600830134,A,1,3628321610,2166,3637349600,3621138734,,,757.72599363,,,E90,"DMR, Limited - Numeric Violation",00530,"Solids, total suspended",01,kg/d,03/31/2017,1,30,=,26,04/13/2017,,,3601680589,983.36399174,Q1,V,Other Violation with TRC,03/31/2017,2,RE - Back into Compliance,07/31/2017,3C,A,30DA AVG
NM0000116,3,2200037726,3403704719,TX4,2200037726,Y,1,2205473220,,3607901505,3604420917,C,,,,,D80,"DMR, Monitor Only - Overdue",TQM3D,Coef Of Var Static Renewal 48Hr Acute D. pulex,23,%,11/30/2013,12,,=,,05/13/2015,500,,2200113542,,C2,,,,,,,MJ,,MO AV MN
NM0020583,3,2200016809,3402894770,001,2200016809,A,1,2203204621,2420,3412041651,3406935297,,,126,EFF,"Effluent Limit Violations,Not Otherwise Specified",E90,"DMR, Limited - Numeric Violation",51040,E. coli,30,MPN/100mL,09/30/2013,1,99999,>,3Z,10/18/2013,3,,2200047763,2420,C3,,,,,,,DD,N,DAILY MX
NM0020583,3,2200016809,3000192844,001,2200016809,A,2,2203563686,445,3001010878,3000548499,,,400,PRMTVL,Violation Of A Permit Requirement,E90,"DMR, Limited - Numeric Violation",70295,"Solids, total dissolved",19,mg/L,03/31/2012,1,11,=,19,04/12/2012,,,2200047762,445,C2,C,Chronic Violation,03/31/2012,2,RE - Back into Compliance,08/31/2012,3C,A,30DA AVG
NM0000116,3,2200037726,3602635963,001,2200037726,A,1,2205473068,79,3614630426,3608196167,,,50,,,E90,"DMR, Limited - Numeric Violation",00530,"Solids, total suspended",19,mg/L,07/31/2015,1,58,=,,10/30/2015,2,,2200113505,79,C3,R,"TRC Limitations Exceeded, Non-Monthly Average",09/30/2015,2,RE - Back into Compliance,01/31/2016,DD,N,DAILY MX
NM0020583,3,2200016809,3001004217,001,2200016809,A,A,2203204333,35,3005264944,3002848169,,,.019,,,E90,"DMR, Limited - Numeric Violation",50060,"Chlorine, total residual",19,mg/L,08/31/2012,1,84,=,28,09/12/2012,,,2200047770,.035,C3,,,,,,,IA,N,INST MAX
NM0028762,3,3600771189,3661263417,001,3600771189,Q,1,3655439107,,3743802917,3676657694,D,,,EFF,"Effluent Limit Violations,Not Otherwise Specified",D80,"DMR, Monitor Only - Overdue",70295,"Solids, total dissolved",01,kg/d,06/30/2021,3,,,,07/13/2021,,,3601482265,,Q1,N,Non-Receipt of DMR/Schedule Report,08/28/2021,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),08/28/2022,MK,A,MO AVG
NM0028762,3,3600771189,3661263417,001,3600771189,Q,1,3655439107,,3743802917,3676657694,D,,,NODMR,Failure To Submit DMR,D80,"DMR, Monitor Only - Overdue",70295,"Solids, total dissolved",01,kg/d,06/30/2021,3,,,,07/13/2021,,,3601482265,,Q1,N,Non-Receipt of DMR/Schedule Report,08/28/2021,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),08/28/2022,MK,A,MO AVG
NM0028762,3,3600771189,3661263417,001,3600771189,Q,1,3655439107,,3743802917,3676657694,D,,,EFF,"Effluent Limit Violations,Not Otherwise Specified",D80,"DMR, Monitor Only - Overdue",70295,"Solids, total dissolved",01,kg/d,06/30/2021,3,,,,07/13/2021,,,3601482265,,Q1,N,Non-Receipt of DMR/Schedule Report,08/28/2021,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),08/28/2022,MK,A,MO AVG
NM0020583,2,20044318,601655464,001,20044318,A,A,58084799,.03,602741230,601566688,,,.019,,,E90,"DMR, Limited - Numeric Violation",50060,"Chlorine, total residual",19,mg/L,08/31/2007,1,58,=,,09/14/2007,,,20210279,.03,C3,R,"TRC Limitations Exceeded, Non-Monthly Average",08/31/2007,2,RE - Back into Compliance,06/30/2008,IA,N,INST MAX
NM0028762,3,3600771189,3631821141,001,3600771189,Q,1,3662550649,,3649266815,3627655951,8,,,EFF,"Effluent Limit Violations,Not Otherwise Specified",D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",19,mg/L,09/30/2017,3,,,,11/13/2017,16,,3601725081,,C3,K,"Non-receipt Violation, Non-Monthly Average",11/28/2017,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),11/28/2019,DD,N,DAILY MX
NM0028762,3,3600771189,3631821141,001,3600771189,Q,1,3662550649,,3649266815,3627655951,8,,,EFF,"Effluent Limit Violations,Not Otherwise Specified",D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",19,mg/L,09/30/2017,3,,,,11/13/2017,16,,3601725081,,C3,K,"Non-receipt Violation, Non-Monthly Average",11/28/2017,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),11/28/2019,DD,N,DAILY MX
NM0028762,3,3600771189,3631821141,001,3600771189,Q,1,3662550649,,3649266815,3627655951,8,,,NODMR,Failure To Submit DMR,D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",19,mg/L,09/30/2017,3,,,,11/13/2017,16,,3601725081,,C3,K,"Non-receipt Violation, Non-Monthly Average",11/28/2017,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),11/28/2019,DD,N,DAILY MX
NM0028762,3,3600771189,3639473473,001,3600771189,Q,1,3662550667,,3676107679,3640927931,8,,,EFF,"Effluent Limit Violations,Not Otherwise Specified",D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,09/30/2018,3,,,,10/11/2018,,,3601725081,,Q2,K,"Non-receipt Violation, Non-Monthly Average",11/28/2018,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),11/28/2020,DD,N,DAILY MX
NM0028762,3,3600771189,3639473473,001,3600771189,Q,1,3662550667,,3676107679,3640927931,8,,,EFF,"Effluent Limit Violations,Not Otherwise Specified",D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,09/30/2018,3,,,,10/11/2018,,,3601725081,,Q2,K,"Non-receipt Violation, Non-Monthly Average",11/28/2018,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),11/28/2020,DD,N,DAILY MX
NM0028762,3,3600771189,3639473473,001,3600771189,Q,1,3662550667,,3676107679,3640927931,8,,,NODMR,Failure To Submit DMR,D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,09/30/2018,3,,,,10/11/2018,,,3601725081,,Q2,K,"Non-receipt Violation, Non-Monthly Average",11/28/2018,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),11/28/2020,DD,N,DAILY MX
NM0028762,3,3600771189,3639473473,001,3600771189,Q,1,3662550667,,3676107679,3640927931,8,,,EFF,"Effluent Limit Violations,Not Otherwise Specified",D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,09/30/2018,3,,,,10/11/2018,,,3601725081,,Q2,K,"Non-receipt Violation, Non-Monthly Average",11/28/2018,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),11/28/2020,DD,N,DAILY MX
NM0028762,3,3600771189,3639473473,001,3600771189,Q,1,3662550667,,3676107679,3640927931,8,,,NODMR,Failure To Submit DMR,D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,09/30/2018,3,,,,10/11/2018,,,3601725081,,Q2,K,"Non-receipt Violation, Non-Monthly Average",11/28/2018,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),11/28/2020,DD,N,DAILY MX
NM0020583,1,20044319,600702108,001,20044319,A,0,58088170,15888.88,43874450,27617634,,,,,,D80,"DMR, Monitor Only - Overdue",70295,"Solids, total dissolved",01,kg/d,05/31/2002,1,,,,07/18/2002,33,,20210292,7213.55152,Q1,N,Non-Receipt of DMR/Schedule Report,07/15/2002,2,RE - Back into Compliance,07/18/2002,3C,A,30DA AVG
NM0020583,1,20044319,600702168,001,20044319,A,A,58087639,0,43873144,27617527,,,.099,,,D90,"DMR, Limited - Overdue",50060,"Chlorine, total residual",19,mg/L,12/31/1999,1,,,,06/23/2000,99,,20210291,0,C3,K,"Non-receipt Violation, Non-Monthly Average",02/14/2000,2,RE - Back into Compliance,06/23/2000,IA,N,INST MAX
NM0020583,0,3602878711,3682376216,001,3602878711,A,1,3920643771,1.607,3840988765,3730333646,,,.370918,,,E90,"DMR, Limited - Numeric Violation",00720,"Cyanide, total [as CN]",01,kg/d,03/31/2025,1,97,=,26,04/11/2025,,,3606350737,.72957799,Q1,T,TRC Limitations Exceeded,03/31/2025,6,RE - Manual Resolution by Enforcement Action,03/31/2025,3C,A,30DA AVG
NM0028762,1,20044410,1000202017,001,20044410,A,1,606948503,.85,1000688492,1000395016,,,.75,,,E90,"DMR, Limited - Numeric Violation",01105,"Aluminum, total [as Al]",19,mg/L,11/30/2007,1,13,=,,01/22/2008,,,600097487,.85,C3,,,,,,,DD,N,DAILY MX
NM0028762,3,3600771189,3617539659,001,3600771189,Q,1,3662550637,,3631372708,3617634480,8,,,,,D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",19,mg/L,12/31/2016,3,,,,12/14/2016,,,3601725081,,C3,K,"Non-receipt Violation, Non-Monthly Average",02/28/2017,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),02/28/2019,DD,N,DAILY MX
NM0020583,4,3600830134,3618421620,001,3600830134,A,1,3628321666,207871,3637349583,3621138728,,,31900000000,,,E90,"DMR, Limited - Numeric Violation",51040,E. coli,9Y,CFU/d,03/31/2017,1,552,=,9Z,04/13/2017,,,3601680592,207871000000,Q2,,,,,,,DD,N,DAILY MX
NM0020583,1,20044319,21433455,001,20044319,A,1,58085880,1639.81,43874870,27617176,,,658.754,,,E90,"DMR, Limited - Numeric Violation",00310,"BOD, 5-day, 20 deg. C",01,kg/d,03/31/2003,1,13,,,04/16/2003,1,,20210285,744.47374,Q1,,,,,,,3C,A,30DA AVG
NM0020583,4,3600830134,3648044838,001,3600830134,A,1,3664422103,60476,3708939592,3658376997,,,31900000000,,,E90,"DMR, Limited - Numeric Violation",51040,E. coli,9Y,CFU/d,01/31/2020,1,90,=,9Z,02/12/2020,,,3601680592,60476000000,Q2,,,,,,,DD,N,DAILY MX
NM0020583,2,20044318,1400021217,001,20044318,A,1,601033353,3800,1400039005,1400021211,,,410,EFF,"Effluent Limit Violations,Not Otherwise Specified",E90,"DMR, Limited - Numeric Violation",51040,E. coli,30,MPN/100mL,07/31/2008,1,827,=,,08/15/2008,,,20210280,3800,C3,,,,,,,DD,N,DAILY MX
NM0020583,2,20044318,1400021217,001,20044318,A,1,601033353,3800,1400039005,1400021211,,,410,PRMTVL,Violation Of A Permit Requirement,E90,"DMR, Limited - Numeric Violation",51040,E. coli,30,MPN/100mL,07/31/2008,1,827,=,,08/15/2008,,,20210280,3800,C3,,,,,,,DD,N,DAILY MX
NM0028762,1,20044410,1400418671,001,20044410,A,1,606948519,.54,1403076423,1401738338,,,.75,,,D90,"DMR, Limited - Overdue",01105,"Aluminum, total [as Al]",19,mg/L,07/31/2008,1,,=,,04/23/2009,177,,600097487,.54,C3,K,"Non-receipt Violation, Non-Monthly Average",11/28/2008,2,RE - Back into Compliance,04/23/2009,DD,N,DAILY MX
NM0020583,1,20044319,21433483,001,20044319,A,1,58086668,43.44,43874928,27617333,,,30,,,E90,"DMR, Limited - Numeric Violation",00530,"Solids, total suspended",19,mg/L,04/30/2003,1,45,,,05/19/2003,4,,20210287,43.44,C2,T,TRC Limitations Exceeded,04/30/2003,2,RE - Back into Compliance,08/31/2003,3C,A,30DA AVG
NM0020583,4,3600830134,3637463463,001,3600830134,A,1,3664421501,2420,3669478502,3637329670,,,235,NOPRMT,"Discharge, Emission Or Activity WO Required Permit",E90,"DMR, Limited - Numeric Violation",51040,E. coli,30,MPN/100mL,05/31/2018,1,99999,>,3Z,06/14/2018,,,3601680592,2420,C3,,,,,,,DD,N,DAILY MX
NM0020583,4,3600830134,3637463463,001,3600830134,A,1,3664421501,2420,3669478502,3637329670,,,235,SSO,Sanitary Sewer Overflows,E90,"DMR, Limited - Numeric Violation",51040,E. coli,30,MPN/100mL,05/31/2018,1,99999,>,3Z,06/14/2018,,,3601680592,2420,C3,,,,,,,DD,N,DAILY MX
NM0020583,2,20044318,1800826925,001,20044318,A,1,1400891230,23700,1802423890,1801362367,,,410,EFF,"Effluent Limit Violations,Not Otherwise Specified",E90,"DMR, Limited - Numeric Violation",51040,E. coli,30,MPN/100mL,09/30/2009,1,5680,=,,10/16/2009,1,,20210280,23700,C3,,,,,,,DD,N,DAILY MX
NM0020583,2,20044318,1800826925,001,20044318,A,1,1400891230,23700,1802423890,1801362367,,,410,PRMTVL,Violation Of A Permit Requirement,E90,"DMR, Limited - Numeric Violation",51040,E. coli,30,MPN/100mL,09/30/2009,1,5680,=,,10/16/2009,1,,20210280,23700,C3,,,,,,,DD,N,DAILY MX
NM0028762,3,3600771189,3630048041,001,3600771189,Q,1,3655438956,301.9,3629483588,3616574227,,,,,,D80,"DMR, Monitor Only - Overdue",70295,"Solids, total dissolved",01,kg/d,09/30/2016,3,,=,26,09/28/2017,335,,3601482265,137.06259885,Q2,K,"Non-receipt Violation, Non-Monthly Average",11/28/2016,2,RE - Back into Compliance,09/28/2017,DD,N,DAILY MX
NM0028762,3,3600771189,3659651848,001,3600771189,Q,1,3662550706,,3736678113,3673076174,8,,,EFF,"Effluent Limit Violations,Not Otherwise Specified",D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,03/31/2021,3,,,,04/08/2021,,,3601725081,,Q1,N,Non-Receipt of DMR/Schedule Report,05/29/2021,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),05/29/2022,MK,A,MO AVG
NM0028762,3,3600771189,3659651848,001,3600771189,Q,1,3662550706,,3736678113,3673076174,8,,,NODMR,Failure To Submit DMR,D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,03/31/2021,3,,,,04/08/2021,,,3601725081,,Q1,N,Non-Receipt of DMR/Schedule Report,05/29/2021,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),05/29/2022,MK,A,MO AVG
NM0028762,3,3600771189,3659651848,001,3600771189,Q,1,3662550706,,3736678113,3673076174,8,,,EFF,"Effluent Limit Violations,Not Otherwise Specified",D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,03/31/2021,3,,,,04/08/2021,,,3601725081,,Q1,N,Non-Receipt of DMR/Schedule Report,05/29/2021,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),05/29/2022,MK,A,MO AVG
NM0028762,3,3600771189,3659651848,001,3600771189,Q,1,3662550706,,3736678113,3673076174,8,,,NODMR,Failure To Submit DMR,D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,03/31/2021,3,,,,04/08/2021,,,3601725081,,Q1,N,Non-Receipt of DMR/Schedule Report,05/29/2021,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),05/29/2022,MK,A,MO AVG
NM0028762,3,3600771189,3659651848,001,3600771189,Q,1,3662550706,,3736678113,3673076174,8,,,EFF,"Effluent Limit Violations,Not Otherwise Specified",D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,03/31/2021,3,,,,04/08/2021,,,3601725081,,Q1,N,Non-Receipt of DMR/Schedule Report,05/29/2021,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),05/29/2022,MK,A,MO AVG
NM0028762,1,20044410,2601150419,001,20044410,A,A,606948542,32,2602598256,2601443435,,,.019,,,E90,"DMR, Limited - Numeric Violation",50060,"Chlorine, total residual",19,mg/L,04/30/2007,1,68,=,,07/23/2007,,,600097488,.032,C3,,,,,,,IA,N,INST MAX
NM0028762,2,1800023151,1802037521,001,1800023151,A,1,1805555990,18.4,1805485377,1803110692,,,,,,D80,"DMR, Monitor Only - Overdue",00530,"Solids, total suspended",01,kg/d,02/28/2010,1,,=,,10/25/2010,180,,1800044065,8.35359993,Q2,K,"Non-receipt Violation, Non-Monthly Average",05/29/2010,2,RE - Back into Compliance,10/25/2010,DD,N,DAILY MX
NM0020583,0,3602878711,3675582499,001,3602878711,A,1,3920643721,15.5,3815262002,3715892299,,,.01467,,,E90,"DMR, Limited - Numeric Violation",00720,"Cyanide, total [as CN]",19,mg/L,03/31/2024,1,6,=,28,04/15/2024,,,3606350737,.0155,C2,,,,,,,3C,A,30DA AVG
NM0020583,3,2200016809,3603774988,001,2200016809,A,2,3600451371,479,3620704424,3611612935,,,400,,,E90,"DMR, Limited - Numeric Violation",70295,"Solids, total dissolved",19,mg/L,03/31/2016,1,20,=,19,04/14/2016,,,2200047762,479,C2,C,Chronic Violation,03/31/2016,2,RE - Back into Compliance,09/30/2016,3C,A,30DA AVG
NM0020583,3,2200016809,3001243558,001,2200016809,A,2,2203563707,403,3007131123,3003877802,,,400,PRMTVL,Violation Of A Permit Requirement,E90,"DMR, Limited - Numeric Violation",70295,"Solids, total dissolved",19,mg/L,10/31/2012,1,1,=,19,11/13/2012,,,2200047762,403,C2,C,Chronic Violation,01/31/2013,5,RE - Resolved RP by NPDES Closure of Enf. Action Final Order with Comp. Schedule,08/08/2018,3C,A,30DA AVG
NM0028762,1,20044410,1400422703,001,20044410,A,A,606948559,19,1403076857,1401738592,,,.019,,,D90,"DMR, Limited - Overdue",50060,"Chlorine, total residual",19,mg/L,09/30/2008,1,,=,,04/23/2009,177,,600097488,.019,C3,K,"Non-receipt Violation, Non-Monthly Average",11/28/2008,2,RE - Back into Compliance,04/23/2009,IA,N,INST MAX
NM0000116,3,2200037726,3403704596,TX4,2200037726,Y,1,2205473218,,3607901503,3604420916,C,,,,,D80,"DMR, Monitor Only - Overdue",TOM3D,NOAEC Lethal Statis Renewal 48 Hr Acute Daphnia pulex,23,%,11/30/2013,12,,=,,05/13/2015,500,,2200113541,,C2,,,,,,,MJ,,MO AV MN
NM0020583,3,2200016809,3404617509,001,2200016809,A,2,2203563761,429,3420433437,3411630159,,,400,EFF,"Effluent Limit Violations,Not Otherwise Specified",E90,"DMR, Limited - Numeric Violation",70295,"Solids, total dissolved",19,mg/L,04/30/2014,1,7,=,19,05/13/2014,,,2200047762,429,C2,C,Chronic Violation,04/30/2014,5,RE - Resolved RP by NPDES Closure of Enf. Action Final Order with Comp. Schedule,05/02/2023,3C,A,30DA AVG
NM0020583,0,3602878711,3667419807,001,3602878711,A,1,3860918076,415,3779607514,3695907564,,,31900000000,EFF,"Effluent Limit Violations,Not Otherwise Specified",E90,"DMR, Limited - Numeric Violation",51040,E. coli,9Y,CFU/d,10/31/2022,1,99999,>,9Z,11/14/2022,,,3606239976,415000000,Q1,,,,,,,3H,A,30DAVGEO
NM0020583,4,3600830134,3620405859,001,3600830134,A,1,3628321808,43,3638992822,3622088252,,,30,,,E90,"DMR, Limited - Numeric Violation",00310,"BOD, 5-day, 20 deg. C",19,mg/L,04/30/2017,1,43,=,19,05/11/2017,,,3601680586,43,C2,T,TRC Limitations Exceeded,04/30/2017,2,RE - Back into Compliance,07/31/2017,3C,A,30DA AVG
NM0020583,4,3600830134,3633250097,001,3600830134,A,1,3664421366,26,3653483622,3630077558,,,30,NOPRMT,"Discharge, Emission Or Activity WO Required Permit",E90,"DMR, Limited - Numeric Violation",00310,"BOD, 5-day, 20 deg. C",19,mg/L,01/31/2018,1,99999,>,19,02/14/2018,,,3601680586,26,C2,T,TRC Limitations Exceeded,02/28/2018,2,RE - Back into Compliance,05/31/2018,3C,A,30DA AVG
