NPDES_ID,VERSION_NMBR,ACTIVITY_ID,NPDES_VIOLATION_ID,PERM_FEATURE_NMBR,PERMIT_ACTIVITY_ID,LIMIT_SET_DESIGNATOR,MONITORING_LOCATION_CODE,DMR_FORM_VALUE_ID,DMR_VALUE_NMBR,DMR_VALUE_ID,DMR_PARAMETER_ID,NODI_CODE,ADJUSTED_DMR_VALUE_NMBR,LIMIT_VALUE_STANDARD_UNITS,VIOLATION_TYPE_CODE,VIOLATION_TYPE_DESC,VIOLATION_CODE,VIOLATION_DESC,PARAMETER_CODE,PARAMETER_DESC,STANDARD_UNIT_CODE,STANDARD_UNIT_DESC,MONITORING_PERIOD_END_DATE,NMBR_OF_REPORT,EXCEEDENCE_PCT,VALUE_QUALIFIER_CODE,UNIT_CODE,VALUE_RECEIVED_DATE,DAYS_LATE,ADJUSTED_DMR_STANDARD_UNITS,LIMIT_ID,DMR_VALUE_STANDARD_UNITS,VALUE_TYPE_CODE,RNC_DETECTION_CODE,RNC_DETECTION_DESC,RNC_DETECTION_DATE,RNC_RESOLUTION_CODE,RNC_RESOLUTION_DESC,RNC_RESOLUTION_DATE,STATISTICAL_BASE_CODE,STATISTICAL_BASE_MONTHLY_AVG,STATISTICAL_BASE_SHORT_DESC
NM0020583,3,2200016809,3604565800,TX1,2200016809,Q,1,3651140139,32,3626637160,3614968192,,,,,,D80,"DMR, Monitor Only - Overdue",TOM3D,NOAEC Lethal Statis Renewal 48 Hr Acute Daphnia pulex,23,%,06/30/2016,3,,=,23,08/25/2016,41,,2200047803,32,C1,,,,,,,4E,,48HR MIN
NM0000116,3,2200037726,3600658739,TX4,2200037726,Y,1,2205473230,,3607901515,3604420922,C,,,,,D80,"DMR, Monitor Only - Overdue",TQM3D,Coef Of Var Static Renewal 48Hr Acute D. pulex,23,%,11/30/2014,12,,=,,05/13/2015,135,,2200113542,,C2,,,,,,,MJ,,MO AV MN
NM0020583,4,3600830134,3635750496,001,3600830134,A,1,3664421398,3635,3655419275,3631106401,,,757.72599363,NOPRMT,"Discharge, Emission Or Activity WO Required Permit",E90,"DMR, Limited - Numeric Violation",00310,"BOD, 5-day, 20 deg. C",01,kg/d,02/28/2018,1,118,=,26,03/14/2018,,,3601680586,1650.28998613,Q1,T,TRC Limitations Exceeded,02/28/2018,2,RE - Back into Compliance,05/31/2018,3C,A,30DA AVG
NM0020583,4,3600830134,3635750496,001,3600830134,A,1,3664421398,3635,3655419275,3631106401,,,757.72599363,SSO,Sanitary Sewer Overflows,E90,"DMR, Limited - Numeric Violation",00310,"BOD, 5-day, 20 deg. C",01,kg/d,02/28/2018,1,118,=,26,03/14/2018,,,3601680586,1650.28998613,Q1,T,TRC Limitations Exceeded,02/28/2018,2,RE - Back into Compliance,05/31/2018,3C,A,30DA AVG
NM0020583,2,20044318,601777099,001,20044318,A,1,58085533,4,603150920,601804300,,,100,,,E90,"DMR, Limited - Numeric Violation",74055,"Coliform, fecal general",30,MPN/100mL,11/30/2007,1,99999,>,,12/21/2007,6,,20210283,4,C2,,,,,,,M4,A,MOAV GEO
NM0028762,3,3600771189,3630048039,001,3600771189,Q,1,3655438954,326,3629483586,3616574227,,,,,,D80,"DMR, Monitor Only - Overdue",70295,"Solids, total dissolved",19,mg/L,09/30/2016,3,,=,19,09/28/2017,335,,3601482265,326,C3,K,"Non-receipt Violation, Non-Monthly Average",11/28/2016,2,RE - Back into Compliance,09/28/2017,DD,N,DAILY MX
NM0000116,3,2200037726,3600828627,004,2200037726,A,1,,,,,,,50,,,D90,"DMR, Limited - Overdue",00530,"Solids, total suspended",19,mg/L,12/31/2014,1,,,,,,,2200113552,,C3,K,"Non-receipt Violation, Non-Monthly Average",02/28/2015,B,RE - Manual by EPA/State/Tribal Action,12/31/2016,DD,N,DAILY MX
NM0000116,3,2200037726,3600285136,004,2200037726,A,1,,,,,,,,,,D80,"DMR, Monitor Only - Overdue",50050,"Flow, in conduit or thru treatment plant",03,MGD,07/31/2014,1,,,,,,,2200113553,,Q2,K,"Non-receipt Violation, Non-Monthly Average",11/28/2014,B,RE - Manual by EPA/State/Tribal Action,12/31/2016,DD,N,DAILY MX
NM0028762,2,1800023151,3638729252,001,1800023151,A,1,3600454247,4,3629483251,3616573929,,,20,,,D90,"DMR, Limited - Overdue",00530,"Solids, total suspended",19,mg/L,07/31/2016,1,,<=,19,10/11/2018,713,,1800044065,4,C2,N,Non-Receipt of DMR/Schedule Report,11/28/2016,2,RE - Back into Compliance,10/11/2018,MK,A,MO AVG
NM0028762,3,3600771189,3661263410,001,3600771189,Q,1,3655439106,,3743802920,3676657694,D,,,EFF,"Effluent Limit Violations,Not Otherwise Specified",D80,"DMR, Monitor Only - Overdue",70295,"Solids, total dissolved",19,mg/L,06/30/2021,3,,,,07/13/2021,,,3601482265,,C3,K,"Non-receipt Violation, Non-Monthly Average",08/28/2021,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),08/28/2022,DD,N,DAILY MX
NM0028762,3,3600771189,3661263410,001,3600771189,Q,1,3655439106,,3743802920,3676657694,D,,,NODMR,Failure To Submit DMR,D80,"DMR, Monitor Only - Overdue",70295,"Solids, total dissolved",19,mg/L,06/30/2021,3,,,,07/13/2021,,,3601482265,,C3,K,"Non-receipt Violation, Non-Monthly Average",08/28/2021,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),08/28/2022,DD,N,DAILY MX
NM0028762,3,3600771189,3661263410,001,3600771189,Q,1,3655439106,,3743802920,3676657694,D,,,EFF,"Effluent Limit Violations,Not Otherwise Specified",D80,"DMR, Monitor Only - Overdue",70295,"Solids, total dissolved",19,mg/L,06/30/2021,3,,,,07/13/2021,,,3601482265,,C3,K,"Non-receipt Violation, Non-Monthly Average",08/28/2021,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),08/28/2022,DD,N,DAILY MX
NM0028762,1,20044410,1400136163,001,20044410,A,1,606948516,.55,1400070987,1400039689,,,.5,,,E90,"DMR, Limited - Numeric Violation",01105,"Aluminum, total [as Al]",19,mg/L,06/30/2008,1,10,=,,07/25/2008,,,600097487,.55,C2,V,Other Violation with TRC,06/30/2008,2,RE - Back into Compliance,10/31/2008,MK,A,MO AVG
NM0000116,3,2200037726,3602635966,001,2200037726,A,1,2205473098,75,3614630535,3608196232,,,50,,,E90,"DMR, Limited - Numeric Violation",00530,"Solids, total suspended",19,mg/L,09/30/2015,1,50,=,,10/30/2015,2,,2200113505,75,C3,R,"TRC Limitations Exceeded, Non-Monthly Average",09/30/2015,2,RE - Back into Compliance,01/31/2016,DD,N,DAILY MX
NM0028762,3,3600771189,3647274510,001,3600771189,A,1,3655093104,61,3703688403,3656008053,,,.019,EFF,"Effluent Limit Violations,Not Otherwise Specified",E90,"DMR, Limited - Numeric Violation",50060,"Chlorine, total residual",19,mg/L,11/30/2019,1,221,=,28,01/14/2020,,,3601482269,.061,C3,,,,,,,DD,N,DAILY MX
NM0028762,3,3600771189,3647274510,001,3600771189,A,1,3655093104,61,3703688403,3656008053,,,.019,EFF,"Effluent Limit Violations,Not Otherwise Specified",E90,"DMR, Limited - Numeric Violation",50060,"Chlorine, total residual",19,mg/L,11/30/2019,1,221,=,28,01/14/2020,,,3601482269,.061,C3,,,,,,,DD,N,DAILY MX
NM0028762,3,3600771189,3647274510,001,3600771189,A,1,3655093104,61,3703688403,3656008053,,,.019,NODMR,Failure To Submit DMR,E90,"DMR, Limited - Numeric Violation",50060,"Chlorine, total residual",19,mg/L,11/30/2019,1,221,=,28,01/14/2020,,,3601482269,.061,C3,,,,,,,DD,N,DAILY MX
NM0028762,3,3600771189,3647274510,001,3600771189,A,1,3655093104,61,3703688403,3656008053,,,.019,EFF,"Effluent Limit Violations,Not Otherwise Specified",E90,"DMR, Limited - Numeric Violation",50060,"Chlorine, total residual",19,mg/L,11/30/2019,1,221,=,28,01/14/2020,,,3601482269,.061,C3,,,,,,,DD,N,DAILY MX
NM0028762,3,3600771189,3647274510,001,3600771189,A,1,3655093104,61,3703688403,3656008053,,,.019,NODMR,Failure To Submit DMR,E90,"DMR, Limited - Numeric Violation",50060,"Chlorine, total residual",19,mg/L,11/30/2019,1,221,=,28,01/14/2020,,,3601482269,.061,C3,,,,,,,DD,N,DAILY MX
NM0020583,1,20044319,21433408,001,20044319,A,1,58087033,511,43874708,27617406,,,.5,,,E90,"DMR, Limited - Numeric Violation",01105,"Aluminum, total [as Al]",19,mg/L,11/30/2002,1,2,,,12/16/2002,1,,20210288,.511,C2,C,Chronic Violation,02/28/2003,5,RE - Resolved RP by NPDES Closure of Enf. Action Final Order with Comp. Schedule,05/01/2013,3C,A,30DA AVG
NM0020583,4,3600830134,3635750495,001,3600830134,A,1,3664421397,132,3655419278,3631106401,,,45,NOPRMT,"Discharge, Emission Or Activity WO Required Permit",E90,"DMR, Limited - Numeric Violation",00310,"BOD, 5-day, 20 deg. C",19,mg/L,02/28/2018,1,193,=,19,03/14/2018,,,3601680586,132,C3,,,,,,,7A,N,7 DA AVG
NM0020583,4,3600830134,3635750495,001,3600830134,A,1,3664421397,132,3655419278,3631106401,,,45,SSO,Sanitary Sewer Overflows,E90,"DMR, Limited - Numeric Violation",00310,"BOD, 5-day, 20 deg. C",19,mg/L,02/28/2018,1,193,=,19,03/14/2018,,,3601680586,132,C3,,,,,,,7A,N,7 DA AVG
NM0000116,2,20044286,2200766561,001,20044286,A,1,57974959,,2602330265,2601309537,C,,,,,D80,"DMR, Monitor Only - Overdue",01042,"Copper, total [as Cu]",19,mg/L,08/31/2010,1,,=,,05/27/2011,211,,20209076,,C3,K,"Non-receipt Violation, Non-Monthly Average",11/28/2010,2,RE - Back into Compliance,05/27/2011,DD,N,DAILY MX
NM0000116,3,2200037726,3400491557,TX1,2200037726,Y,1,2205473165,,3607901344,3604420828,C,,,,,D80,"DMR, Monitor Only - Overdue",TEM3D,Low Flow Pass/Fail Static Renewal 48Hr Acute Daphnia pulex,9A,pass=0;fail=1,11/30/2012,12,,=,,05/13/2015,865,,2200113522,,C1,,,,,,,4E,,48HR MIN
NM0020583,1,20044319,21433523,001,20044319,A,1,58087103,735,43875338,27617420,,,.5,,,E90,"DMR, Limited - Numeric Violation",01105,"Aluminum, total [as Al]",19,mg/L,01/31/2004,1,47,,,02/18/2004,3,,20210288,.735,C2,T,TRC Limitations Exceeded,02/29/2004,2,RE - Back into Compliance,07/31/2004,3C,A,30DA AVG
NM0000116,1,20044287,601443241,001,20044287,A,1,,,,,,,,,,D80,"DMR, Monitor Only - Overdue",01042,"Copper, total [as Cu]",19,mg/L,04/30/2006,1,,,,,,,20209088,,C3,K,"Non-receipt Violation, Non-Monthly Average",08/28/2006,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),09/30/2011,DD,N,DAILY MX
NM0020583,4,3600830134,3631989142,001,3600830134,A,1,,,,,,,85,,,D90,"DMR, Limited - Overdue",81011,"Solids, suspended percent removal",23,%,09/30/2017,1,,,,,,,3602996646,,C1,,,,,,,MJ,,MO AV MN
NM0020583,3,2200016809,2600371186,001,2200016809,A,1,1807329401,44,2600435230,2600250617,,,30,EFF,"Effluent Limit Violations,Not Otherwise Specified",E90,"DMR, Limited - Numeric Violation",00530,"Solids, total suspended",19,mg/L,02/28/2011,1,47,=,19,03/14/2011,,,2200047764,44,C2,,,,,,,3C,A,30DA AVG
NM0020583,3,2200016809,2600371186,001,2200016809,A,1,1807329401,44,2600435230,2600250617,,,30,PRMTVL,Violation Of A Permit Requirement,E90,"DMR, Limited - Numeric Violation",00530,"Solids, total suspended",19,mg/L,02/28/2011,1,47,=,19,03/14/2011,,,2200047764,44,C2,,,,,,,3C,A,30DA AVG
NM0020583,4,3600830134,3633250098,001,3600830134,A,1,3664421367,41,3653483623,3630077558,,,45,NOPRMT,"Discharge, Emission Or Activity WO Required Permit",E90,"DMR, Limited - Numeric Violation",00310,"BOD, 5-day, 20 deg. C",19,mg/L,01/31/2018,1,99999,>,19,02/14/2018,,,3601680586,41,C3,,,,,,,7A,N,7 DA AVG
NM0020583,4,3600830134,3633250098,001,3600830134,A,1,3664421367,41,3653483623,3630077558,,,45,SSO,Sanitary Sewer Overflows,E90,"DMR, Limited - Numeric Violation",00310,"BOD, 5-day, 20 deg. C",19,mg/L,01/31/2018,1,99999,>,19,02/14/2018,,,3601680586,41,C3,,,,,,,7A,N,7 DA AVG
NM0028762,3,3600771189,3640733982,001,3600771189,Q,1,3662550669,,3682282637,3644300268,8,,,EFF,"Effluent Limit Violations,Not Otherwise Specified",D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",19,mg/L,12/31/2018,3,,,,01/21/2019,,,3601725081,,C3,K,"Non-receipt Violation, Non-Monthly Average",02/28/2019,9,RE - Manual by Back into Compliance/Administratively Resolved,02/28/2019,DD,N,DAILY MX
NM0028762,3,3600771189,3640733982,001,3600771189,Q,1,3662550669,,3682282637,3644300268,8,,,EFF,"Effluent Limit Violations,Not Otherwise Specified",D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",19,mg/L,12/31/2018,3,,,,01/21/2019,,,3601725081,,C3,K,"Non-receipt Violation, Non-Monthly Average",02/28/2019,9,RE - Manual by Back into Compliance/Administratively Resolved,02/28/2019,DD,N,DAILY MX
NM0028762,3,3600771189,3640733982,001,3600771189,Q,1,3662550669,,3682282637,3644300268,8,,,NODMR,Failure To Submit DMR,D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",19,mg/L,12/31/2018,3,,,,01/21/2019,,,3601725081,,C3,K,"Non-receipt Violation, Non-Monthly Average",02/28/2019,9,RE - Manual by Back into Compliance/Administratively Resolved,02/28/2019,DD,N,DAILY MX
NM0000116,2,20044286,2200766485,001,20044286,A,1,57976219,,2602330269,2601309541,C,,,,,D80,"DMR, Monitor Only - Overdue",01105,"Aluminum, total [as Al]",19,mg/L,08/31/2010,1,,=,,05/27/2011,211,,20209080,,C3,K,"Non-receipt Violation, Non-Monthly Average",11/28/2010,2,RE - Back into Compliance,05/27/2011,DD,N,DAILY MX
NM0020583,1,20044319,21433444,001,20044319,A,1,58085879,50.32,43874829,27617175,,,45,,,E90,"DMR, Limited - Numeric Violation",00310,"BOD, 5-day, 20 deg. C",19,mg/L,02/28/2003,1,12,,,03/17/2003,2,,20210285,50.32,C3,,,,,,,7A,N,7 DA AVG
NM0028762,2,1800023151,1802037574,001,1800023151,A,1,1805555985,14.9,1805482616,1803108836,,,,,,D80,"DMR, Monitor Only - Overdue",00530,"Solids, total suspended",01,kg/d,01/31/2010,1,,=,,10/25/2010,180,,1800044065,6.76459994,Q2,K,"Non-receipt Violation, Non-Monthly Average",05/29/2010,2,RE - Back into Compliance,10/25/2010,DD,N,DAILY MX
NM0000116,3,2200037726,3600284987,004,2200037726,A,1,,,,,,,6,,,D90,"DMR, Limited - Overdue",00400,pH,12,SU,09/30/2014,1,,,,,,,2200113551,,C1,,,,,,,ME,,MINIMUM
NM0020583,4,3600830134,3631989122,001,3600830134,A,1,,,,,,,85,,,D90,"DMR, Limited - Overdue",81010,"BOD, 5-day, percent removal",23,%,08/31/2017,1,,,,,,,3602996645,,C1,,,,,,,MJ,,MO AV MN
NM0000116,3,2200037726,2602759663,001,2200037726,A,1,,,,,,,6,,,D90,"DMR, Limited - Overdue",00400,pH,12,SU,10/31/2011,1,,,,,,,2200113507,,C1,,,,,,,ME,,MINIMUM
NM0020583,4,3600830134,3631989127,001,3600830134,A,1,,,,,,,85,,,D90,"DMR, Limited - Overdue",81010,"BOD, 5-day, percent removal",23,%,09/30/2017,1,,,,,,,3602996645,,C1,,,,,,,MJ,,MO AV MN
NM0020583,4,3600830134,3631989126,001,3600830134,A,1,,,,,,,85,,,D90,"DMR, Limited - Overdue",81010,"BOD, 5-day, percent removal",23,%,11/30/2016,1,,,,,,,3602996645,,C1,,,,,,,MJ,,MO AV MN
NM0028762,1,20044410,1800971809,001,20044410,A,A,1000774291,,2606218249,2603372675,X,,.019,,,D90,"DMR, Limited - Overdue",50060,"Chlorine, total residual",19,mg/L,09/30/2009,1,,,,09/23/2011,695,,600097488,,C3,K,"Non-receipt Violation, Non-Monthly Average",11/28/2009,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),11/28/2011,IA,N,INST MAX
NM0020583,3,2200016809,3402894771,001,2200016809,A,1,2203565306,500698,3412041649,3406935297,,,31900000000,EFF,"Effluent Limit Violations,Not Otherwise Specified",E90,"DMR, Limited - Numeric Violation",51040,E. coli,9Y,CFU/d,09/30/2013,1,99999,>,9Z,10/18/2013,3,,2200047763,500698000000,Q2,,,,,,,DD,N,DAILY MX
NM0028762,2,1800023151,1802037547,001,1800023151,A,1,1805555989,11.4,1805485376,1803110692,,,,,,D80,"DMR, Monitor Only - Overdue",00530,"Solids, total suspended",01,kg/d,02/28/2010,1,,=,,10/25/2010,180,,1800044065,5.17559996,Q1,N,Non-Receipt of DMR/Schedule Report,05/29/2010,2,RE - Back into Compliance,10/25/2010,MK,A,MO AVG
NM0000116,3,2200037726,3403704728,TX1,2200037726,Y,1,2205473179,,3607901447,3604420890,C,,,,,D80,"DMR, Monitor Only - Overdue",TQM3D,Coef Of Var Static Renewal 48Hr Acute D. pulex,23,%,11/30/2013,12,,=,,05/13/2015,500,,2200113521,,C1,,,,,,,4E,,48HR MIN
NM0020583,2,20044318,600078921,001,20044318,A,1,58085454,16000,600056605,600030343,,,200,,,E90,"DMR, Limited - Numeric Violation",74055,"Coliform, fecal general",30,MPN/100mL,07/31/2006,1,7900,=,,08/15/2006,,,20210283,16000,C3,,,,,,,DD,N,DAILY MX
NM0020583,2,20044318,1800826924,001,20044318,A,A,1400891228,.02,1802423888,1801362366,,,.019,EFF,"Effluent Limit Violations,Not Otherwise Specified",E90,"DMR, Limited - Numeric Violation",50060,"Chlorine, total residual",19,mg/L,09/30/2009,1,5,=,,10/16/2009,1,,20210279,.02,C3,H,"Chronic Violation, Non-Monthly Average",11/30/2009,2,RE - Back into Compliance,01/31/2010,IA,N,INST MAX
NM0020583,2,20044318,1800826924,001,20044318,A,A,1400891228,.02,1802423888,1801362366,,,.019,PRMTVL,Violation Of A Permit Requirement,E90,"DMR, Limited - Numeric Violation",50060,"Chlorine, total residual",19,mg/L,09/30/2009,1,5,=,,10/16/2009,1,,20210279,.02,C3,H,"Chronic Violation, Non-Monthly Average",11/30/2009,2,RE - Back into Compliance,01/31/2010,IA,N,INST MAX
NM0028762,0,3602944933,3674076917,001,3602944933,A,1,3920700738,12,3810178266,3712858049,,,.011,,,E90,"DMR, Limited - Numeric Violation",50060,"Chlorine, total residual",19,mg/L,12/31/2023,1,9,=,28,01/25/2024,,,3606351873,.012,C3,,,,,,,DD,N,DAILY MX
NM0020583,4,3600830134,3637128469,001,3600830134,A,1,3664421460,6.5,3666090912,3635695687,,,6.6,NOPRMT,"Discharge, Emission Or Activity WO Required Permit",E90,"DMR, Limited - Numeric Violation",00400,pH,12,SU,04/30/2018,1,,=,12,05/11/2018,,,3601680590,6.5,C1,,,,,,,ME,,MINIMUM
NM0020583,4,3600830134,3637128469,001,3600830134,A,1,3664421460,6.5,3666090912,3635695687,,,6.6,SSO,Sanitary Sewer Overflows,E90,"DMR, Limited - Numeric Violation",00400,pH,12,SU,04/30/2018,1,,=,12,05/11/2018,,,3601680590,6.5,C1,,,,,,,ME,,MINIMUM
NM0028762,2,1800023151,2602128247,001,1800023151,A,1,1805556118,50,2606773905,2603665472,,,.019,,,E90,"DMR, Limited - Numeric Violation",50060,"Chlorine, total residual",19,mg/L,07/31/2011,1,163,=,,10/24/2011,,,1800044104,.05,C3,,,,,,,DD,N,DAILY MX
NM0028762,1,20044410,1400422701,001,20044410,A,1,606948077,7.02,1403076850,1401738588,,,9,,,D90,"DMR, Limited - Overdue",00400,pH,12,SU,09/30/2008,1,,=,,04/23/2009,177,,600097477,7.02,C3,K,"Non-receipt Violation, Non-Monthly Average",11/28/2008,2,RE - Back into Compliance,04/23/2009,MB,N,MAXIMUM
NM0020583,0,3602878711,3667419806,001,3602878711,A,1,3860918074,2420,3779607517,3695907564,,,235,EFF,"Effluent Limit Violations,Not Otherwise Specified",E90,"DMR, Limited - Numeric Violation",51040,E. coli,30,MPN/100mL,10/31/2022,1,99999,>,3Z,11/14/2022,,,3606239976,2420,C3,,,,,,,DD,N,DAILY MX
NM0020583,1,20044319,21433378,001,20044319,A,1,58085828,34.83,43874378,27617165,,,30,,,E90,"DMR, Limited - Numeric Violation",00310,"BOD, 5-day, 20 deg. C",19,mg/L,04/30/2002,1,16,,,05/17/2002,2,,20210285,34.83,C2,C,Chronic Violation,04/30/2002,2,RE - Back into Compliance,07/31/2002,3C,A,30DA AVG
NM0028762,2,1800023151,3638729260,001,1800023151,A,1,3600454265,.16887,3629483255,3616573930,,,,,,D80,"DMR, Monitor Only - Overdue",50050,"Flow, in conduit or thru treatment plant",03,MGD,07/31/2016,1,,=,03,10/11/2018,713,,1800044068,.16887,Q1,N,Non-Receipt of DMR/Schedule Report,11/28/2016,2,RE - Back into Compliance,10/11/2018,MK,A,MO AVG
NM0020583,1,20044319,21433420,001,20044319,A,1,58087035,24.44,43874750,27617407,,,10.9868,,,E90,"DMR, Limited - Numeric Violation",01105,"Aluminum, total [as Al]",01,kg/d,12/31/2002,1,1,,,03/04/2003,48,,20210288,11.09576,Q1,C,Chronic Violation,02/28/2003,2,RE - Back into Compliance,07/31/2003,3C,A,30DA AVG
NM0020583,3,2200016809,3403388019,001,2200016809,A,1,2203204665,157,3414076595,3408064064,,,126,EFF,"Effluent Limit Violations,Not Otherwise Specified",E90,"DMR, Limited - Numeric Violation",51040,E. coli,30,MPN/100mL,11/30/2013,1,25,=,3Z,12/12/2013,,,2200047763,157,C3,,,,,,,DD,N,DAILY MX
NM0020583,1,20044319,21433344,001,20044319,A,A,58087759,.23,43874224,27617551,,,.099,,,E90,"DMR, Limited - Numeric Violation",50060,"Chlorine, total residual",19,mg/L,12/31/2001,1,132,,,01/24/2002,9,,20210291,.23,C3,R,"TRC Limitations Exceeded, Non-Monthly Average",05/31/2002,2,RE - Back into Compliance,06/30/2002,IA,N,INST MAX
NM0028762,1,20044410,1400421706,001,20044410,A,1,606948523,.74,1403076854,1401738590,,,.75,,,D90,"DMR, Limited - Overdue",01105,"Aluminum, total [as Al]",19,mg/L,09/30/2008,1,,=,,04/23/2009,177,,600097487,.74,C3,K,"Non-receipt Violation, Non-Monthly Average",11/28/2008,2,RE - Back into Compliance,04/23/2009,DD,N,DAILY MX
NM0000116,3,2200037726,3602765057,001,2200037726,A,1,2205474397,,3614630427,3608196168,X,,,,,D80,"DMR, Monitor Only - Overdue",00900,"Hardness, total [as CaCO3]",19,mg/L,07/31/2015,1,,,,10/30/2015,2,,2200113549,,C3,K,"Non-receipt Violation, Non-Monthly Average",11/28/2015,B,RE - Manual by EPA/State/Tribal Action,12/31/2016,DD,N,DAILY MX
NM0000116,2,20044286,2200766493,001,20044286,A,1,57976845,,2602330271,2601309543,C,,,,,D80,"DMR, Monitor Only - Overdue",50050,"Flow, in conduit or thru treatment plant",03,MGD,08/31/2010,1,,=,,05/27/2011,211,,20209082,,Q1,N,Non-Receipt of DMR/Schedule Report,11/28/2010,2,RE - Back into Compliance,05/27/2011,DB,A,DAILY AV
NM0000116,3,2200037726,3600658725,TX1,2200037726,Y,1,2205473190,,3607901460,3604420896,E,,,,,D80,"DMR, Monitor Only - Overdue",TQM3D,Coef Of Var Static Renewal 48Hr Acute D. pulex,23,%,11/30/2014,12,,=,,05/13/2015,135,,2200113521,,C2,,,,,,,MJ,,MO AV MN
NM0000116,2,20044286,2200766449,001,20044286,A,1,57973377,,2602330274,2601309545,C,,6,,,D90,"DMR, Limited - Overdue",00400,pH,12,SU,07/31/2010,1,,=,,05/27/2011,211,,20209071,,C1,,,,,,,ME,,MINIMUM
NM0020583,3,2200016809,2602445515,001,2200016809,A,2,2203563674,454,2608293385,2604492967,,,400,EFF,"Effluent Limit Violations,Not Otherwise Specified",E90,"DMR, Limited - Numeric Violation",70295,"Solids, total dissolved",19,mg/L,11/30/2011,1,14,=,19,12/15/2011,,,2200047762,454,C2,C,Chronic Violation,01/31/2012,5,RE - Resolved RP by NPDES Closure of Enf. Action Final Order with Comp. Schedule,07/17/2025,3C,A,30DA AVG
NM0020583,3,2200016809,2602445515,001,2200016809,A,2,2203563674,454,2608293385,2604492967,,,400,PRMTVL,Violation Of A Permit Requirement,E90,"DMR, Limited - Numeric Violation",70295,"Solids, total dissolved",19,mg/L,11/30/2011,1,14,=,19,12/15/2011,,,2200047762,454,C2,C,Chronic Violation,01/31/2012,5,RE - Resolved RP by NPDES Closure of Enf. Action Final Order with Comp. Schedule,07/17/2025,3C,A,30DA AVG
NM0020583,2,20044318,1400965396,001,20044318,A,A,1400891074,.02,1402596148,1401469259,,,.019,EFF,"Effluent Limit Violations,Not Otherwise Specified",E90,"DMR, Limited - Numeric Violation",50060,"Chlorine, total residual",19,mg/L,02/28/2009,1,5,=,,03/13/2009,,,20210279,.02,C3,H,"Chronic Violation, Non-Monthly Average",02/28/2009,2,RE - Back into Compliance,01/31/2010,IA,N,INST MAX
NM0020583,2,20044318,1400965396,001,20044318,A,A,1400891074,.02,1402596148,1401469259,,,.019,PRMTVL,Violation Of A Permit Requirement,E90,"DMR, Limited - Numeric Violation",50060,"Chlorine, total residual",19,mg/L,02/28/2009,1,5,=,,03/13/2009,,,20210279,.02,C3,H,"Chronic Violation, Non-Monthly Average",02/28/2009,2,RE - Back into Compliance,01/31/2010,IA,N,INST MAX
NM0020583,2,20044318,601777098,001,20044318,A,1,601033337,24196,603150911,601804293,,,410,,,E90,"DMR, Limited - Numeric Violation",51040,E. coli,30,MPN/100mL,11/30/2007,1,99999,>,,12/21/2007,6,,20210280,24196,C3,,,,,,,DD,N,DAILY MX
NM0020583,4,3600830134,3620405862,001,3600830134,A,1,3628321845,88,3638992843,3622088253,,,30,,,E90,"DMR, Limited - Numeric Violation",00530,"Solids, total suspended",19,mg/L,04/30/2017,1,193,=,19,05/11/2017,,,3601680589,88,C2,T,TRC Limitations Exceeded,04/30/2017,2,RE - Back into Compliance,07/31/2017,3C,A,30DA AVG
NM0020583,1,20044319,600695494,001,20044319,A,1,58085688,25.86,43873118,27617137,,,30,,,D90,"DMR, Limited - Overdue",00310,"BOD, 5-day, 20 deg. C",19,mg/L,12/31/1999,1,,,,06/23/2000,99,,20210285,25.86,C2,N,Non-Receipt of DMR/Schedule Report,02/14/2000,2,RE - Back into Compliance,06/23/2000,3C,A,30DA AVG
NM0000116,3,2200037726,2600058176,004,2200037726,A,1,2205474702,,2602330241,2601309521,C,,50,,,D90,"DMR, Limited - Overdue",00530,"Solids, total suspended",19,mg/L,12/31/2010,1,,=,,05/27/2011,118,,2200113552,,C3,K,"Non-receipt Violation, Non-Monthly Average",02/28/2011,2,RE - Back into Compliance,05/27/2011,DD,N,DAILY MX
NM0028762,0,3602944933,3689357597,001,3602944933,A,1,3920701052,39,3872982974,3748421103,,,30,,,E90,"DMR, Limited - Numeric Violation",00530,"Solids, total suspended",19,mg/L,05/31/2026,1,30,=,19,07/06/2026,,,3606351871,39,C3,,,,,,,DD,N,DAILY MX
NM0000116,3,2200037726,3600828652,004,2200037726,A,1,,,,,,,,,,D80,"DMR, Monitor Only - Overdue",50050,"Flow, in conduit or thru treatment plant",03,MGD,11/30/2014,1,,,,,,,2200113553,,Q1,N,Non-Receipt of DMR/Schedule Report,02/28/2015,B,RE - Manual by EPA/State/Tribal Action,12/31/2016,3C,A,30DA AVG
